Store_Dept_Date,Weekly_Sales
33_38_2013-04-26,8485.74
33_40_2013-04-26,4727.66
33_42_2013-04-26,364.25
33_46_2013-04-26,2289.77
33_49_2013-04-26,15.6
33_55_2013-04-26,1895.47
33_60_2013-04-26,169.36
33_67_2013-04-26,2686.43
33_74_2013-04-26,3037.9
33_79_2013-04-26,10067.46
33_80_2013-04-26,9378.62
33_81_2013-04-26,8953.46
33_82_2013-04-26,2697.22
33_83_2013-04-26,2198.01
33_90_2013-04-26,24486.6
33_91_2013-04-26,8776.99
33_92_2013-04-26,31986.49
33_93_2013-04-26,35291.01
33_94_2013-04-26,38193.9
33_95_2013-04-26,23763.95
33_96_2013-04-26,10163.65
33_97_2013-04-26,4996.87
33_98_2013-04-26,8219.41
33_1_2013-05-03,1059.65
33_2_2013-05-03,7551.71
33_3_2013-05-03,2625.2
33_4_2013-05-03,7652.45
33_5_2013-05-03,3259.58
33_7_2013-05-03,3336.23
33_8_2013-05-03,7375.74
33_9_2013-05-03,3689.7
33_10_2013-05-03,4580.33
33_11_2013-05-03,5219.99
33_12_2013-05-03,1227.71
33_13_2013-05-03,7106.72
33_14_2013-05-03,2395.47
33_16_2013-05-03,5539.8
33_17_2013-05-03,1149.86
33_20_2013-05-03,716.57
33_21_2013-05-03,741.52
33_22_2013-05-03,1182.89
33_25_2013-05-03,1243.46
33_26_2013-05-03,875.85
33_31_2013-05-03,364.58
33_32_2013-05-03,1032.06
33_38_2013-05-03,8485.74
33_40_2013-05-03,4727.66
33_42_2013-05-03,364.25
33_46_2013-05-03,2289.77
33_49_2013-05-03,15.48
33_52_2013-05-03,246.11
33_55_2013-05-03,1890.76
33_60_2013-05-03,167.8
33_67_2013-05-03,2684.31
33_74_2013-05-03,3039.6
33_79_2013-05-03,10067.46
33_80_2013-05-03,9378.62
33_81_2013-05-03,8953.46
33_82_2013-05-03,2697.22
33_83_2013-05-03,2198.01
33_90_2013-05-03,24486.6
33_91_2013-05-03,8776.99
33_92_2013-05-03,31986.49
33_93_2013-05-03,35291.01
33_94_2013-05-03,38193.9
33_95_2013-05-03,23763.95
33_96_2013-05-03,10163.65
33_97_2013-05-03,4996.87
33_98_2013-05-03,8219.41
33_1_2013-05-10,1205.36
33_2_2013-05-10,7551.71
33_3_2013-05-10,2625.2
33_4_2013-05-10,7652.45
33_5_2013-05-10,3245.39
33_7_2013-05-10,3343.09
33_8_2013-05-10,7375.74
33_9_2013-05-10,3689.7
33_10_2013-05-10,4578.11
33_11_2013-05-10,5219.99
33_12_2013-05-10,1227.71
33_13_2013-05-10,7106.72
33_14_2013-05-10,2395.47
33_16_2013-05-10,5560.63
33_17_2013-05-10,1180.89
33_18_2013-05-10,1056.93
33_20_2013-05-10,691.88
33_21_2013-05-10,739.47
33_22_2013-05-10,1183.57
33_25_2013-05-10,1243.46
33_31_2013-05-10,364.58
33_32_2013-05-10,1030.99
33_38_2013-05-10,8485.74
33_40_2013-05-10,4727.66
33_42_2013-05-10,364.45
33_44_2013-05-10,156.55
33_46_2013-05-10,2343.17
33_55_2013-05-10,1895.47
33_60_2013-05-10,172.85
33_67_2013-05-10,2682.37
33_74_2013-05-10,3037.9
33_79_2013-05-10,10067.46
33_80_2013-05-10,9378.62
33_81_2013-05-10,8953.46
33_82_2013-05-10,2697.22
33_83_2013-05-10,2198.44
33_90_2013-05-10,24486.6
33_91_2013-05-10,8776.99
33_92_2013-05-10,31986.49
33_93_2013-05-10,35291.01
33_94_2013-05-10,38193.9
33_95_2013-05-10,23876.03
33_96_2013-05-10,10163.65
33_97_2013-05-10,4996.87
33_98_2013-05-10,8219.41
33_1_2013-05-17,1146.23
33_2_2013-05-17,7573.11
33_3_2013-05-17,2625.2
33_4_2013-05-17,7650.17
33_5_2013-05-17,3246.3
33_7_2013-05-17,3708.04
33_8_2013-05-17,7375.74
33_9_2013-05-17,3656.36
33_10_2013-05-17,4578.11
33_11_2013-05-17,5219.99
33_12_2013-05-17,1212.16
33_13_2013-05-17,7106.72
33_14_2013-05-17,2399.67
33_16_2013-05-17,5664.02
33_17_2013-05-17,1257.61
33_20_2013-05-17,692.17
33_21_2013-05-17,740.75
33_22_2013-05-17,1183.57
33_25_2013-05-17,1264.82
33_26_2013-05-17,877.63
33_31_2013-05-17,364.58
33_32_2013-05-17,1030.56
33_38_2013-05-17,8485.74
33_40_2013-05-17,4727.66
33_42_2013-05-17,373.77
33_46_2013-05-17,2466.53
33_49_2013-05-17,15.86
33_60_2013-05-17,186.45
33_67_2013-05-17,2671.87
33_74_2013-05-17,3038.83
33_79_2013-05-17,10067.46
33_80_2013-05-17,9378.62
33_81_2013-05-17,8953.46
33_82_2013-05-17,2697.22
33_83_2013-05-17,2198.04
33_90_2013-05-17,24486.6
33_91_2013-05-17,8825.87
33_92_2013-05-17,31986.49
33_93_2013-05-17,35291.01
33_94_2013-05-17,38193.9
33_95_2013-05-17,23876.03
33_96_2013-05-17,10163.65
33_97_2013-05-17,4996.87
33_98_2013-05-17,8219.41
33_1_2013-05-24,1187.4
33_2_2013-05-24,7551.71
33_3_2013-05-24,2625.2
33_4_2013-05-24,7650.07
33_5_2013-05-24,3245.39
33_7_2013-05-24,3377.86
33_8_2013-05-24,7375.74
33_9_2013-05-24,3689.7
33_10_2013-05-24,4578.11
33_11_2013-05-24,5219.99
33_12_2013-05-24,1219.35
33_13_2013-05-24,7106.72
33_14_2013-05-24,2399.67
33_16_2013-05-24,5676.83
33_17_2013-05-24,1190.4
33_20_2013-05-24,692.66
33_21_2013-05-24,739.07
33_22_2013-05-24,1183.57
33_25_2013-05-24,1268.48
33_32_2013-05-24,1032.89
33_38_2013-05-24,8485.74
33_40_2013-05-24,4727.66
33_42_2013-05-24,372.38
33_46_2013-05-24,2466.53
33_49_2013-05-24,15.86
33_55_2013-05-24,1895.47
33_60_2013-05-24,168.37
33_67_2013-05-24,2671.87
33_74_2013-05-24,3038.83
33_79_2013-05-24,10067.46
33_80_2013-05-24,9378.62
33_81_2013-05-24,8953.46
33_82_2013-05-24,2697.22
33_83_2013-05-24,2196.13
33_90_2013-05-24,24486.6
33_91_2013-05-24,8833.24
33_92_2013-05-24,31986.49
33_93_2013-05-24,35291.01
33_94_2013-05-24,38193.9
33_95_2013-05-24,23876.03
33_96_2013-05-24,10163.65
33_97_2013-05-24,4996.87
33_98_2013-05-24,8219.41
33_1_2013-05-31,1059.65
33_2_2013-05-31,7551.71
33_3_2013-05-31,2625.2
33_4_2013-05-31,7652.45
33_5_2013-05-31,3245.39
33_7_2013-05-31,3339.66
33_8_2013-05-31,7375.74
33_9_2013-05-31,3689.7
33_10_2013-05-31,4578.11
33_11_2013-05-31,5219.99
33_12_2013-05-31,1227.71
33_13_2013-05-31,7106.72
33_14_2013-05-31,2395.47
33_16_2013-05-31,5539.8
33_17_2013-05-31,1151.58
33_20_2013-05-31,698.65
33_21_2013-05-31,739.47
33_22_2013-05-31,1183.57
33_25_2013-05-31,1243.46
33_32_2013-05-31,1030.99
33_38_2013-05-31,8485.74
33_40_2013-05-31,4727.66
33_42_2013-05-31,364.25
33_46_2013-05-31,2311.52
33_55_2013-05-31,1895.47
33_60_2013-05-31,169.54
33_67_2013-05-31,2686.43
33_74_2013-05-31,3037.9
33_79_2013-05-31,10067.46
33_80_2013-05-31,9378.62
33_81_2013-05-31,8953.46
33_82_2013-05-31,2697.22
33_83_2013-05-31,2198.01
33_90_2013-05-31,24486.6
33_91_2013-05-31,8776.99
33_92_2013-05-31,31986.49
33_93_2013-05-31,35291.01
33_94_2013-05-31,38193.9
33_95_2013-05-31,23763.95
33_96_2013-05-31,10163.65
33_97_2013-05-31,4996.87
33_98_2013-05-31,8219.41
33_1_2013-06-07,1059.65
33_2_2013-06-07,7551.71
33_3_2013-06-07,2625.2
33_4_2013-06-07,7652.45
33_5_2013-06-07,3259.58
33_7_2013-06-07,3336.23
33_8_2013-06-07,7375.74
33_9_2013-06-07,3689.7
33_10_2013-06-07,4578.11
33_11_2013-06-07,5219.99
33_12_2013-06-07,1227.71
33_13_2013-06-07,7106.72
33_14_2013-06-07,2395.47
33_16_2013-06-07,5539.8
33_17_2013-06-07,1149.86
33_20_2013-06-07,716.57
33_21_2013-06-07,742.13
33_22_2013-06-07,1183.06
33_25_2013-06-07,1243.46
33_26_2013-06-07,875.85
33_31_2013-06-07,364.58
33_32_2013-06-07,1032.06
33_38_2013-06-07,8485.74
33_40_2013-06-07,4727.66
33_42_2013-06-07,364.25
33_46_2013-06-07,2289.77
33_49_2013-06-07,15.48
33_52_2013-06-07,246.11
33_60_2013-06-07,167.8
33_67_2013-06-07,2686.43
33_71_2013-06-07,500.32
33_74_2013-06-07,3037.9
33_79_2013-06-07,10067.46
33_80_2013-06-07,9378.62
33_81_2013-06-07,8953.46
33_82_2013-06-07,2697.22
33_83_2013-06-07,2198.01
33_87_2013-06-07,798.61
33_90_2013-06-07,24486.6
33_91_2013-06-07,8776.99
33_92_2013-06-07,31986.49
33_93_2013-06-07,35291.01
33_94_2013-06-07,38193.9
33_95_2013-06-07,23763.95
33_96_2013-06-07,10163.65
33_97_2013-06-07,4996.87
33_98_2013-06-07,8219.41
33_1_2013-06-14,1059.65
33_2_2013-06-14,7551.71
33_3_2013-06-14,2625.2
33_4_2013-06-14,7648.22
33_5_2013-06-14,3259.58
33_7_2013-06-14,3336.23
33_8_2013-06-14,7375.74
33_9_2013-06-14,3689.86
33_10_2013-06-14,4580.33
33_11_2013-06-14,5219.99
33_12_2013-06-14,1226.57
33_13_2013-06-14,7106.72
33_14_2013-06-14,2395.47
33_16_2013-06-14,5527.79
33_17_2013-06-14,1146.17
33_20_2013-06-14,723.34
33_21_2013-06-14,741.52
33_22_2013-06-14,1182.48
33_25_2013-06-14,1227.42
33_31_2013-06-14,364.58
33_32_2013-06-14,1014.67
33_38_2013-06-14,8485.74
33_40_2013-06-14,4727.66
33_42_2013-06-14,364.72
33_46_2013-06-14,2291.38
33_49_2013-06-14,15.44
33_55_2013-06-14,1890.76
33_60_2013-06-14,168.27
33_67_2013-06-14,2686.44
33_72_2013-06-14,16059.09
33_74_2013-06-14,3036.14
33_79_2013-06-14,10067.46
33_80_2013-06-14,9378.62
33_81_2013-06-14,8953.46
33_82_2013-06-14,2697.22
33_83_2013-06-14,2196.73
33_90_2013-06-14,24486.6
33_91_2013-06-14,8776.99
33_92_2013-06-14,31986.49
33_93_2013-06-14,35291.01
33_94_2013-06-14,38193.9
33_95_2013-06-14,23763.95
33_96_2013-06-14,10163.65
33_97_2013-06-14,4997.58
33_98_2013-06-14,8219.41
33_1_2013-06-21,1205.36
33_2_2013-06-21,7551.71
33_3_2013-06-21,2625.2
33_4_2013-06-21,7652.45
33_5_2013-06-21,3245.39
33_7_2013-06-21,3343.09
33_8_2013-06-21,7375.74
33_9_2013-06-21,3689.7
33_10_2013-06-21,4578.11
33_11_2013-06-21,5219.99
33_12_2013-06-21,1227.71
33_13_2013-06-21,7106.72
33_14_2013-06-21,2395.47
33_16_2013-06-21,5561.44
33_17_2013-06-21,1182.51
33_20_2013-06-21,691.88
33_21_2013-06-21,739.47
33_22_2013-06-21,1183.57
33_25_2013-06-21,1243.46
33_31_2013-06-21,364.58
33_32_2013-06-21,1030.99
33_38_2013-06-21,8485.74
33_40_2013-06-21,4727.66
33_42_2013-06-21,364.45
33_46_2013-06-21,2343.17
33_49_2013-06-21,15.59
33_55_2013-06-21,1895.47
33_60_2013-06-21,172.85
33_67_2013-06-21,2689.85
33_74_2013-06-21,3037.9
33_79_2013-06-21,10067.46
33_80_2013-06-21,9378.62
33_81_2013-06-21,8953.46
33_82_2013-06-21,2697.22
33_83_2013-06-21,2198.44
33_90_2013-06-21,24486.6
33_91_2013-06-21,8776.99
33_92_2013-06-21,31986.49
33_93_2013-06-21,35291.01
33_94_2013-06-21,38193.9
33_95_2013-06-21,23876.03
33_96_2013-06-21,10163.65
33_97_2013-06-21,4996.87
33_98_2013-06-21,8219.41
33_1_2013-06-28,1187.4
33_2_2013-06-28,7551.71
33_3_2013-06-28,2625.2
33_4_2013-06-28,7650.17
33_5_2013-06-28,3245.39
33_7_2013-06-28,3430.51
33_8_2013-06-28,7375.74
33_9_2013-06-28,3672.92
33_10_2013-06-28,4578.11
33_11_2013-06-28,5219.99
33_12_2013-06-28,1219.35
33_13_2013-06-28,7106.72
33_14_2013-06-28,2399.67
33_16_2013-06-28,5668.81
33_17_2013-06-28,1203.71
33_20_2013-06-28,692.17
33_21_2013-06-28,740.75
33_22_2013-06-28,1183.57
33_25_2013-06-28,1264.82
33_26_2013-06-28,877.63
33_31_2013-06-28,364.58
33_32_2013-06-28,1030.56
33_38_2013-06-28,8485.74
33_40_2013-06-28,4727.66
33_42_2013-06-28,372.38
33_46_2013-06-28,2466.53
33_52_2013-06-28,246.59
33_55_2013-06-28,1885.81
33_60_2013-06-28,186.45
33_67_2013-06-28,2671.87
33_74_2013-06-28,3038.83
33_79_2013-06-28,10067.46
33_80_2013-06-28,9378.62
33_81_2013-06-28,8953.46
33_82_2013-06-28,2697.22
33_83_2013-06-28,2202.44
33_90_2013-06-28,24486.6
33_91_2013-06-28,8825.87
33_92_2013-06-28,31986.49
33_93_2013-06-28,35291.01
33_94_2013-06-28,38193.9
33_95_2013-06-28,23876.03
33_96_2013-06-28,10163.65
33_97_2013-06-28,4996.87
33_98_2013-06-28,8219.41
33_1_2013-07-05,1059.65
33_2_2013-07-05,7551.71
33_3_2013-07-05,2625.2
33_4_2013-07-05,7652.45
33_5_2013-07-05,3245.39
33_7_2013-07-05,3339.66
33_8_2013-07-05,7375.74
33_9_2013-07-05,3689.7
33_10_2013-07-05,4578.11
33_11_2013-07-05,5219.99
33_12_2013-07-05,1227.71
33_13_2013-07-05,7106.72
33_14_2013-07-05,2395.47
33_16_2013-07-05,5539.8
33_17_2013-07-05,1151.58
33_20_2013-07-05,698.65
33_21_2013-07-05,742.16
33_22_2013-07-05,1183.02
33_25_2013-07-05,1243.46
33_26_2013-07-05,875.85
33_32_2013-07-05,1030.99
33_38_2013-07-05,8485.74
33_40_2013-07-05,4727.66
33_42_2013-07-05,364.25
33_46_2013-07-05,2289.77
33_49_2013-07-05,15.6
33_52_2013-07-05,246.11
33_55_2013-07-05,1895.47
33_60_2013-07-05,167.8
33_67_2013-07-05,2686.43
33_72_2013-07-05,16042.84
33_74_2013-07-05,3037.9
33_79_2013-07-05,10067.46
33_80_2013-07-05,9378.62
33_81_2013-07-05,8953.46
33_82_2013-07-05,2697.22
33_83_2013-07-05,2198.01
33_87_2013-07-05,798.61
33_90_2013-07-05,24486.6
33_91_2013-07-05,8776.99
33_92_2013-07-05,31986.49
33_93_2013-07-05,35291.01
33_94_2013-07-05,38193.9
33_95_2013-07-05,23763.95
33_96_2013-07-05,10163.65
33_97_2013-07-05,4996.87
33_98_2013-07-05,8219.41
33_99_2013-07-05,1963.36
33_1_2013-07-12,1059.65
33_2_2013-07-12,7551.71
33_3_2013-07-12,2625.2
33_4_2013-07-12,7648.22
33_5_2013-07-12,3259.58
33_7_2013-07-12,3336.23
33_8_2013-07-12,7375.74
33_9_2013-07-12,3689.86
33_10_2013-07-12,4580.33
33_11_2013-07-12,5219.99
33_12_2013-07-12,1226.57
33_13_2013-07-12,7106.72
33_14_2013-07-12,2395.47
33_16_2013-07-12,5527.79
33_17_2013-07-12,1146.17
33_20_2013-07-12,723.34
33_21_2013-07-12,741.52
33_22_2013-07-12,1182.48
33_25_2013-07-12,1227.42
33_26_2013-07-12,875.85
33_31_2013-07-12,364.58
33_32_2013-07-12,1014.67
33_38_2013-07-12,8485.74
33_40_2013-07-12,4727.66
33_42_2013-07-12,364.72
33_46_2013-07-12,2291.38
33_55_2013-07-12,1890.76
33_60_2013-07-12,168.27
33_67_2013-07-12,2686.44
33_74_2013-07-12,3036.14
33_79_2013-07-12,10067.46
33_80_2013-07-12,9378.62
33_81_2013-07-12,8953.46
33_82_2013-07-12,2697.22
33_83_2013-07-12,2196.73
33_87_2013-07-12,798.61
33_90_2013-07-12,24486.6
33_91_2013-07-12,8776.99
33_92_2013-07-12,31986.49
33_93_2013-07-12,35291.01
33_94_2013-07-12,38193.9
33_95_2013-07-12,23763.95
33_96_2013-07-12,10163.65
33_97_2013-07-12,4997.58
33_98_2013-07-12,8219.41
33_1_2013-07-19,1059.65
33_2_2013-07-19,7551.71
33_3_2013-07-19,2625.2
33_4_2013-07-19,7649.71
33_5_2013-07-19,3259.58
33_7_2013-07-19,3336.23
33_8_2013-07-19,7375.74
33_9_2013-07-19,3689.86
33_10_2013-07-19,4580.33
33_11_2013-07-19,5219.99
33_12_2013-07-19,1226.57
33_13_2013-07-19,7106.72
33_14_2013-07-19,2395.47
33_16_2013-07-19,5527.79
33_17_2013-07-19,1148.5
33_20_2013-07-19,721.74
33_21_2013-07-19,746.14
33_22_2013-07-19,1182.25
33_25_2013-07-19,1227.42
33_31_2013-07-19,363.01
33_32_2013-07-19,998.03
33_38_2013-07-19,8485.74
33_40_2013-07-19,4727.66
33_42_2013-07-19,364.72
33_46_2013-07-19,2291.38
33_52_2013-07-19,246.07
33_55_2013-07-19,1890.76
33_60_2013-07-19,168.27
33_67_2013-07-19,2686.44
33_74_2013-07-19,3036.14
33_79_2013-07-19,10067.46
33_80_2013-07-19,9378.62
33_81_2013-07-19,8953.46
33_82_2013-07-19,2697.22
33_83_2013-07-19,2196.73
33_87_2013-07-19,798.61
33_90_2013-07-19,24486.6
33_91_2013-07-19,8776.99
33_92_2013-07-19,31986.49
33_93_2013-07-19,35291.01
33_94_2013-07-19,38193.9
33_95_2013-07-19,23763.95
33_96_2013-07-19,10163.65
33_97_2013-07-19,4997.58
33_98_2013-07-19,8219.41
33_1_2013-07-26,1059.65
33_2_2013-07-26,7535.47
33_3_2013-07-26,2625.2
33_4_2013-07-26,7640.4
33_5_2013-07-26,3236.24
33_7_2013-07-26,3336.23
33_8_2013-07-26,7375.74
33_9_2013-07-26,3689.86
33_10_2013-07-26,4580.33
33_11_2013-07-26,5078.85
33_12_2013-07-26,1195.27
33_13_2013-07-26,7106.72
33_14_2013-07-26,2393.27
33_16_2013-07-26,5218.28
33_17_2013-07-26,1133.17
33_20_2013-07-26,711.56
33_21_2013-07-26,751.16
33_22_2013-07-26,1181.27
33_25_2013-07-26,1223.5
33_26_2013-07-26,853.17
33_31_2013-07-26,343.4
33_32_2013-07-26,1003.46
33_38_2013-07-26,8485.74
33_40_2013-07-26,4727.66
33_42_2013-07-26,364.72
33_46_2013-07-26,2291.38
33_55_2013-07-26,1924.41
33_60_2013-07-26,171.67
33_67_2013-07-26,2758.15
33_74_2013-07-26,3012.21
33_79_2013-07-26,10067.46
33_80_2013-07-26,9378.62
33_81_2013-07-26,8953.46
33_82_2013-07-26,2697.22
33_83_2013-07-26,2196.74
33_87_2013-07-26,798.61
33_90_2013-07-26,24486.6
33_91_2013-07-26,8776.99
33_92_2013-07-26,32004.76
33_93_2013-07-26,35291.01
33_94_2013-07-26,38193.9
33_95_2013-07-26,23745.52
33_96_2013-07-26,10163.65
33_97_2013-07-26,4998.58
33_98_2013-07-26,8219.41
34_1_2012-11-02,1146.23
34_2_2012-11-02,7566.8
34_3_2012-11-02,2795.53
34_4_2012-11-02,7722.51
34_5_2012-11-02,4200.71
34_6_2012-11-02,826.55
34_7_2012-11-02,6193.92
34_8_2012-11-02,7409.37
34_9_2012-11-02,4930.77
34_10_2012-11-02,5200.81
34_11_2012-11-02,5394.7
34_12_2012-11-02,1233.78
34_13_2012-11-02,7113.61
34_14_2012-11-02,2802.68
34_16_2012-11-02,6422.81
34_17_2012-11-02,1291.81
34_18_2012-11-02,1824.93
34_20_2012-11-02,767.57
34_21_2012-11-02,778.32
34_22_2012-11-02,1310.58
34_23_2012-11-02,3084.68
34_24_2012-11-02,1096.05
34_25_2012-11-02,1378.94
34_26_2012-11-02,882.01
34_27_2012-11-02,189.82
34_28_2012-11-02,112.82
34_29_2012-11-02,587.28
34_30_2012-11-02,513.62
34_31_2012-11-02,356.46
34_32_2012-11-02,1424.65
34_33_2012-11-02,817.07
34_34_2012-11-02,1905.4
34_35_2012-11-02,606.07
34_36_2012-11-02,495.34
34_37_2012-11-02,495.34
34_38_2012-11-02,8432.5
34_39_2012-11-02,8432.5
34_40_2012-11-02,4727.66
34_41_2012-11-02,125.17
34_42_2012-11-02,402.29
34_44_2012-11-02,159.21
34_46_2012-11-02,2445.86
34_48_2012-11-02,46.63
34_49_2012-11-02,21.73
34_52_2012-11-02,697.39
34_54_2012-11-02,46.75
34_55_2012-11-02,2221.52
34_56_2012-11-02,2027.43
34_59_2012-11-02,183.73
34_60_2012-11-02,192.29
34_65_2012-11-02,2875.31
34_67_2012-11-02,2875.31
34_71_2012-11-02,522.42
34_72_2012-11-02,16423.57
34_74_2012-11-02,3039.81
34_79_2012-11-02,10067.46
34_80_2012-11-02,9378.62
34_81_2012-11-02,8947.15
34_82_2012-11-02,2697.22
34_83_2012-11-02,2177.11
34_85_2012-11-02,186.63
34_87_2012-11-02,824.52
34_90_2012-11-02,24487.46
34_91_2012-11-02,8835.53
34_92_2012-11-02,32180.59
34_93_2012-11-02,35291.01
34_94_2012-11-02,38193.9
34_95_2012-11-02,23951.18
34_96_2012-11-02,10134.39
34_97_2012-11-02,5011.91
34_98_2012-11-02,8219.41
34_99_2012-11-02,1963.36
34_1_2012-11-09,1146.23
34_2_2012-11-09,7566.8
34_3_2012-11-09,2764.04
34_4_2012-11-09,7722.51
34_5_2012-11-09,4200.71
34_6_2012-11-09,826.55
34_7_2012-11-09,6193.92
34_8_2012-11-09,7344.14
34_9_2012-11-09,4529.11
34_10_2012-11-09,5116.31
34_11_2012-11-09,5251.95
34_12_2012-11-09,1233.78
34_13_2012-11-09,7113.61
34_14_2012-11-09,2802.68
34_16_2012-11-09,6422.81
34_17_2012-11-09,1291.81
34_18_2012-11-09,1824.93
34_19_2012-11-09,416.59
34_20_2012-11-09,767.57
34_21_2012-11-09,778.32
34_22_2012-11-09,1310.58
34_23_2012-11-09,3084.68
34_24_2012-11-09,1096.05
34_25_2012-11-09,1378.94
34_26_2012-11-09,882.01
34_27_2012-11-09,186.74
34_28_2012-11-09,112.82
34_29_2012-11-09,587.28
34_30_2012-11-09,513.62
34_31_2012-11-09,356.46
34_32_2012-11-09,1425.41
34_33_2012-11-09,817.07
34_34_2012-11-09,1905.4
34_35_2012-11-09,606.07
34_36_2012-11-09,495.34
34_37_2012-11-09,495.34
34_38_2012-11-09,8432.5
34_39_2012-11-09,8432.5
34_40_2012-11-09,4727.66
34_41_2012-11-09,125.17
34_42_2012-11-09,402.29
34_44_2012-11-09,159.21
34_45_2012-11-09,-0.77
34_46_2012-11-09,2445.86
34_48_2012-11-09,43.82
34_49_2012-11-09,20.69
34_52_2012-11-09,697.39
34_55_2012-11-09,2221.52
34_56_2012-11-09,2027.43
34_59_2012-11-09,183.5
34_60_2012-11-09,192.29
34_65_2012-11-09,2875.31
34_67_2012-11-09,2875.31
34_71_2012-11-09,522.42
34_72_2012-11-09,16423.57
34_74_2012-11-09,3026.64
34_79_2012-11-09,10067.46
34_80_2012-11-09,9378.62
34_81_2012-11-09,8947.15
34_82_2012-11-09,2697.22
34_83_2012-11-09,2177.11
34_85_2012-11-09,186.63
34_87_2012-11-09,824.52
34_90_2012-11-09,24487.46
34_91_2012-11-09,8835.53
34_92_2012-11-09,32180.59
34_93_2012-11-09,35291.01
34_94_2012-11-09,38193.9
34_95_2012-11-09,23951.18
34_96_2012-11-09,10134.39
34_97_2012-11-09,5011.91
34_98_2012-11-09,8219.41
34_99_2012-11-09,1963.36
34_1_2012-11-16,1146.23
34_2_2012-11-16,7616.62
34_3_2012-11-16,2795.53
34_4_2012-11-16,7768.93
34_5_2012-11-16,4215.24
34_6_2012-11-16,826.55
34_7_2012-11-16,5998.59
34_8_2012-11-16,7451.54
34_9_2012-11-16,5003.93
34_10_2012-11-16,5273.07
34_11_2012-11-16,5576.48
34_12_2012-11-16,1223.18
34_13_2012-11-16,7113.61
34_14_2012-11-16,2796.19
34_16_2012-11-16,6436.76
34_17_2012-11-16,1276.3
34_18_2012-11-16,1535.83
34_19_2012-11-16,417.25
34_20_2012-11-16,744.88
34_21_2012-11-16,767.89
34_22_2012-11-16,1243.23
34_23_2012-11-16,3084.52
34_24_2012-11-16,1092.05
34_25_2012-11-16,1378.95
34_26_2012-11-16,882.01
34_27_2012-11-16,189.82
34_28_2012-11-16,112.82
34_29_2012-11-16,587.28
34_30_2012-11-16,511.4
34_31_2012-11-16,351.9
34_32_2012-11-16,1425.26
34_33_2012-11-16,804.85
34_34_2012-11-16,1908.37
34_35_2012-11-16,606.56
34_36_2012-11-16,484.67
34_37_2012-11-16,484.67
34_38_2012-11-16,8432.5
34_40_2012-11-16,4727.66
34_41_2012-11-16,125.17
34_42_2012-11-16,402.29
34_44_2012-11-16,159.28
34_46_2012-11-16,2445.86
34_48_2012-11-16,46.63
34_49_2012-11-16,21.73
34_52_2012-11-16,407.62
34_55_2012-11-16,2240.05
34_56_2012-11-16,2027.43
34_59_2012-11-16,182.98
34_60_2012-11-16,193.34
34_65_2012-11-16,2875.31
34_67_2012-11-16,2875.31
34_71_2012-11-16,524.18
34_72_2012-11-16,15704.83
34_74_2012-11-16,3070.05
34_79_2012-11-16,10067.46
34_80_2012-11-16,9378.62
34_81_2012-11-16,8947.15
34_82_2012-11-16,2697.22
34_83_2012-11-16,2181.37
34_85_2012-11-16,191.23
34_87_2012-11-16,824.52
34_90_2012-11-16,24487.46
34_91_2012-11-16,8835.53
34_92_2012-11-16,32180.59
34_93_2012-11-16,35291.01
34_94_2012-11-16,38193.9
34_95_2012-11-16,24040.9
34_96_2012-11-16,10134.39
34_97_2012-11-16,5011.91
34_98_2012-11-16,8219.41
34_1_2012-11-23,1179.85
34_2_2012-11-23,7567.85
34_3_2012-11-23,2698.57
34_4_2012-11-23,7762.92
34_5_2012-11-23,2947.02
34_6_2012-11-23,795.83
34_7_2012-11-23,3279.63
34_8_2012-11-23,7576.87
34_9_2012-11-23,5412.98
34_10_2012-11-23,5255.68
34_11_2012-11-23,5434.73
34_12_2012-11-23,1310.95
34_13_2012-11-23,7084.1
34_14_2012-11-23,2453.68
34_16_2012-11-23,5530.13
34_17_2012-11-23,1207.95
34_18_2012-11-23,1189.2
34_19_2012-11-23,294.21
34_20_2012-11-23,701.85
34_21_2012-11-23,730.45
34_22_2012-11-23,1006.71
34_23_2012-11-23,3032.97
34_24_2012-11-23,1076.62
34_25_2012-11-23,1311.4
34_26_2012-11-23,855.13
34_27_2012-11-23,188.54
34_28_2012-11-23,112.02
34_29_2012-11-23,581.68
34_30_2012-11-23,510.54
34_31_2012-11-23,360.95
34_32_2012-11-23,1092.04
34_33_2012-11-23,809.46
34_34_2012-11-23,1785.18
34_35_2012-11-23,623.66
34_36_2012-11-23,376.61
34_37_2012-11-23,376.61
34_38_2012-11-23,8485.74
34_40_2012-11-23,4727.66
34_41_2012-11-23,150.56
34_42_2012-11-23,369.16
34_44_2012-11-23,157.11
34_46_2012-11-23,2343.64
34_48_2012-11-23,36.36
34_49_2012-11-23,20.49
34_52_2012-11-23,250.47
34_55_2012-11-23,1916.46
34_56_2012-11-23,1971.56
34_59_2012-11-23,46.37
34_60_2012-11-23,190.28
34_65_2012-11-23,3096.16
34_67_2012-11-23,3096.16
34_71_2012-11-23,521.28
34_72_2012-11-23,15378.08
34_74_2012-11-23,3101.17
34_79_2012-11-23,10067.46
34_80_2012-11-23,9378.62
34_81_2012-11-23,9023.46
34_82_2012-11-23,2697.22
34_83_2012-11-23,2210.49
34_85_2012-11-23,206.2
34_87_2012-11-23,869.36
34_90_2012-11-23,24574.64
34_91_2012-11-23,9424.96
